"country","disease","recommendation","source_url"
"Antigua and Barbuda","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/antigua-and-barbuda"
"Antigua and Barbuda","Rabies","Dogs infected with rabies are not commonly found in Antigua and Barbuda. If rabies exposures occur while in Antigua and Barbuda, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/antigua-and-barbuda"
"Antigua and Barbuda","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/antigua-and-barbuda"
"Antigua and Barbuda","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/antigua-and-barbuda"
"Argentina","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Argentina. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Argentina. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Argentina.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Rabies","Dogs infected with rabies are sometimes found in Argentina. Rabies is also commonly found in some terrestrial wildlife species and bats. If rabies exposures occur while in Argentina, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Argentina","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old going to Corrientes and Misiones Provinces. Vaccine is generally not recommended for travel to Formosa Province or to designated areas of Chaco, Jujuy, and Salta Provinces.b Vaccine is not recommended for travel limited to provinces and areas not listed above. Country entry requirements: Vaccine is not required. Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/argentina"
"Armenia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Armenia. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Armenia. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Armenia.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
"Armenia","Rabies","Dogs infected with rabies are commonly found in Armenia. Rabies is also present in some terrestrial wildlife species. If rabies exposures occur while in Armenia, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/armenia"
